"sciname","StockCode","AgeMatMin","AgeMatMin2","tm"
"Scyliorhinus canicula",861,NA,NA,NA
"Scyliorhinus canicula",861,NA,NA,NA
"Scyliorhinus canicula",861,NA,NA,NA
"Scyliorhinus canicula",861,NA,NA,NA
"Scyliorhinus canicula",861,NA,NA,NA
"Scyliorhinus capensis",862,NA,NA,NA
"Scyliorhinus capensis",862,NA,NA,NA
"Scyliorhinus haeckelii",865,NA,NA,NA
"Scyliorhinus haeckelii",865,NA,NA,NA
"Helicolenus dactylopterus",85,NA,NA,13
"Helicolenus dactylopterus",85,15,16,NA
"Helicolenus lahillei",45709,14.5,24,NA
"Sebastes aleutianus",4145,NA,NA,NA
"Sebastes aleutianus",4145,NA,NA,NA
"Sebastes alutus",520,7,7,7
"Sebastes alutus",520,NA,7,5
"Sebastes alutus",520,NA,NA,8.5
"Sebastes alutus",520,NA,NA,8.6
"Sebastes alutus",520,NA,NA,8.8
"Sebastes alutus",520,NA,NA,11.5
"Sebastes alutus",520,NA,NA,7.7
"Sebastes alutus",520,NA,NA,7
"Sebastes alutus",520,9.3,NA,NA
"Sebastes alutus",520,11.4,NA,NA
"Sebastes alutus",520,8,10,NA
"Sebastes alutus",520,NA,NA,NA
"Sebastes alutus",520,NA,NA,NA
"Sebastes alutus",520,5,23,NA
"Sebastes atrovirens",4146,NA,NA,4
"Sebastes auriculatus",4147,3,NA,5
"Sebastes auriculatus",4147,3,NA,5
"Sebastes auriculatus",4147,NA,NA,5
"Sebastes aurora",4148,5,NA,NA
"Sebastes aurora",4148,5,NA,NA
"Sebastes aurora",4148,NA,NA,5
"Sebastes babcocki",4149,3,NA,4
"Sebastes babcocki",4149,3,NA,4
"Sebastes babcocki",4149,NA,NA,NA
"Sebastes babcocki",4149,NA,NA,NA
"Sebastes babcocki",4149,NA,NA,NA
"Sebastes babcocki",4149,NA,NA,NA
"Sebastes borealis",4150,NA,NA,NA
"Sebastes borealis",4150,NA,NA,NA
"Sebastes brevispinis",4151,NA,NA,NA
"Sebastes brevispinis",4151,NA,NA,NA
"Sebastes carnatus",4152,NA,NA,4
"Sebastes carnatus",4152,NA,NA,5
"Sebastes caurinus",4153,5,8,6
"Sebastes caurinus",4153,3,5,4
"Sebastes caurinus",4153,NA,NA,4
"Sebastes chlorostictus",4154,5,NA,6
"Sebastes chlorostictus",4154,4,NA,6
"Sebastes chlorostictus",4154,NA,NA,6
"Sebastes chlorostictus",4154,NA,NA,NA
"Sebastes chrysomelas",4155,3,NA,3
"Sebastes chrysomelas",4155,3,NA,3
"Sebastes chrysomelas",4155,NA,NA,4
"Sebastes ciliatus",4156,NA,NA,NA
"Sebastes ciliatus",4156,NA,NA,NA
"Sebastes constellatus",4157,5,9,6
"Sebastes constellatus",4157,6,12,7
"Sebastes constellatus",4157,NA,NA,7
"Sebastes constellatus",4157,NA,NA,NA
"Sebastes constellatus",4157,NA,NA,NA
"Sebastes crameri",4158,3,NA,4
"Sebastes crameri",4158,3,NA,4
"Sebastes crameri",4158,NA,NA,8.4
"Sebastes crameri",4158,NA,NA,5.1
"Sebastes crameri",4158,NA,NA,7
"Sebastes crameri",4158,NA,NA,NA
"Sebastes crameri",4158,NA,NA,NA
"Sebastes dallii",4159,NA,NA,3
"Sebastes dallii",4159,NA,NA,NA
"Sebastes dallii",4159,NA,NA,NA
"Sebastes diploproa",4160,6,NA,7
"Sebastes diploproa",4160,7,NA,9
"Sebastes diploproa",4160,NA,NA,NA
"Sebastes diploproa",4160,NA,NA,5
"Sebastes diploproa",4160,NA,NA,9
"Sebastes elongatus",4161,5,NA,7
"Sebastes elongatus",4161,NA,NA,7
"Sebastes elongatus",4161,NA,NA,9
"Sebastes elongatus",4161,NA,NA,NA
"Sebastes elongatus",4161,NA,NA,NA
"Sebastes emphaeus",4162,NA,NA,1.87
"Sebastes entomelas",518,3,NA,5
"Sebastes entomelas",518,3,NA,5
"Sebastes entomelas",518,4,NA,NA
"Sebastes entomelas",518,NA,NA,6
"Sebastes entomelas",518,NA,NA,NA
"Sebastes entomelas",518,NA,NA,NA
"Sebastes fasciatus",4165,NA,NA,5.5
"Sebastes fasciatus",4165,NA,NA,5.5
"Sebastes flavidus",519,4,11,7
"Sebastes flavidus",519,NA,NA,7
"Sebastes flavidus",519,4,11,6
"Sebastes flavidus",519,NA,NA,6
"Sebastes flavidus",519,11,15,NA
"Sebastes flavidus",519,NA,NA,NA
"Sebastes glaucus",18957,7,8,NA
"Sebastes goodei",4167,2,NA,3
"Sebastes goodei",4167,2,NA,3
"Sebastes goodei",4167,2,7,NA
"Sebastes goodei",4167,4,NA,NA
"Sebastes goodei",4167,NA,NA,NA
"Sebastes goodei",4167,NA,NA,NA
"Sebastes helvomaculatus",4168,5,NA,8
"Sebastes helvomaculatus",4168,7,10,7
"Sebastes helvomaculatus",4168,NA,NA,10
"Sebastes hopkinsi",4169,5,7,5
"Sebastes hopkinsi",4169,4,5,5
"Sebastes hopkinsi",4169,NA,NA,5
"Sebastes hopkinsi",4169,NA,NA,NA
"Sebastes hopkinsi",4169,NA,NA,NA
"Sebastes inermis",4772,NA,NA,NA
"Sebastes jordani",4170,2,NA,3
"Sebastes jordani",4170,1,NA,2
"Sebastes jordani",4170,NA,NA,NA
"Sebastes jordani",4170,NA,NA,2.5
"Sebastes levis",4172,NA,NA,4
"Sebastes levis",4172,NA,NA,4
"Sebastes levis",4172,11,16,11
"Sebastes levis",4172,8,14,12
"Sebastes levis",4172,NA,NA,NA
"Sebastes levis",4172,NA,NA,NA
"Sebastes maliger",4174,NA,NA,6
"Sebastes maliger",4174,NA,NA,4
"Sebastes maliger",4174,NA,NA,7
"Sebastes maliger",4174,NA,NA,NA
"Sebastes maliger",4174,NA,NA,NA
"Sebastes melanops",4175,9,12,NA
"Sebastes melanops",4175,5,NA,7
"Sebastes melanops",4175,10,13,NA
"Sebastes melanops",4175,3,NA,6
"Sebastes melanops",4175,NA,NA,7.5
"Sebastes melanops",4175,NA,NA,7
"Sebastes melanostomus",4177,7,9,8
"Sebastes melanostomus",4177,6,10,7
"Sebastes melanostomus",4177,NA,NA,NA
"Sebastes melanostomus",4177,NA,NA,NA
"Sebastes melanostomus",4177,NA,NA,20
"Sebastes mentella",521,NA,NA,NA
"Sebastes mentella",521,NA,NA,NA
"Sebastes mentella",521,NA,NA,NA
"Sebastes mentella",521,NA,NA,NA
"Sebastes mentella",521,NA,NA,NA
"Sebastes mentella",521,NA,NA,13
"Sebastes mentella",521,NA,NA,10
"Sebastes mentella",521,11,NA,NA
"Sebastes miniatus",4178,4,NA,5
"Sebastes miniatus",4178,5,NA,5
"Sebastes miniatus",4178,NA,NA,6
"Sebastes minor",18960,NA,NA,NA
"Sebastes minor",18960,3,5,4
"Sebastes mystinus",4179,4,5,NA
"Sebastes mystinus",4179,3,4,NA
"Sebastes nebulosus",4180,3,NA,4
"Sebastes nebulosus",4180,3,NA,4
"Sebastes nebulosus",4180,NA,NA,6
"Sebastes norvegicus",517,NA,NA,NA
"Sebastes norvegicus",517,NA,NA,NA
"Sebastes norvegicus",517,10,12,NA
"Sebastes norvegicus",517,10,12,NA
"Sebastes norvegicus",517,10,12,NA
"Sebastes norvegicus",517,NA,NA,NA
"Sebastes norvegicus",517,NA,NA,NA
"Sebastes ovalis",4182,NA,NA,4
"Sebastes ovalis",4182,NA,NA,4
"Sebastes ovalis",4182,NA,NA,7
"Sebastes pachycephalus",4773,NA,NA,NA
"Sebastes paucispinis",4183,3,NA,4
"Sebastes paucispinis",4183,3,NA,3
"Sebastes paucispinis",4183,3,NA,4
"Sebastes pinniger",4185,4,13,9
"Sebastes pinniger",4185,4,9,7
"Sebastes pinniger",4185,5,6,NA
"Sebastes pinniger",4185,NA,NA,11
"Sebastes rastrelliger",4188,NA,NA,3.5
"Sebastes rosaceus",4190,4,NA,6
"Sebastes rosaceus",4190,4,NA,6
"Sebastes rosaceus",4190,NA,NA,6
"Sebastes rosenblatti",4191,NA,NA,12
"Sebastes ruberrimus",4192,6,NA,7
"Sebastes ruberrimus",4192,6,NA,7
"Sebastes ruberrimus",4192,12,15,NA
"Sebastes rubrivinctus",4193,5,NA,8
"Sebastes rubrivinctus",4193,5,NA,5
"Sebastes rufus",4195,2,NA,3
"Sebastes rufus",4195,NA,NA,3
"Sebastes rufus",4195,NA,NA,15
"Sebastes saxicola",4196,NA,NA,2
"Sebastes saxicola",4196,3,NA,3
"Sebastes saxicola",4196,4,NA,NA
"Sebastes saxicola",4196,4,NA,NA
"Sebastes saxicola",4196,NA,NA,6
"Sebastes schlegelii",6854,NA,NA,NA
"Sebastes schlegelii",6854,NA,NA,NA
"Sebastes semicinctus",4197,NA,NA,5
"Sebastes serranoides",4198,4,NA,5
"Sebastes serranoides",4198,4,NA,5
"Sebastes serranoides",4198,NA,NA,5
"Sebastes serranoides",4198,NA,NA,4
"Sebastes steindachneri",13376,NA,NA,NA
"Sebastes taczanowskii",18962,3,4,NA
"Sebastes taczanowskii",18962,NA,NA,NA
"Sebastes trivittatus",18970,4,5,NA
"Sebastes variabilis",53712,NA,NA,9.2
"Sebastes variegatus",4202,NA,NA,NA
"Sebastes variegatus",4202,NA,NA,NA
"Sebastes viviparus",1370,20,NA,NA
"Sebastes vulpes",18966,NA,NA,NA
"Sebastes zacentrus",4204,NA,NA,NA
"Sebastes zacentrus",4204,NA,NA,NA
"Sebastiscus marmoratus",4784,NA,NA,NA
"Sebastolobus alascanus",4205,NA,NA,NA
"Sebastolobus alascanus",4205,NA,NA,NA
"Sebastolobus alascanus",4205,NA,NA,NA
"Sebastolobus alascanus",4205,NA,NA,NA
"Sebastolobus alascanus",4205,NA,NA,13
"Sebastolobus altivelis",4206,NA,NA,NA
"Sebastolobus altivelis",4206,NA,NA,NA
"Sebastolobus altivelis",4206,NA,NA,6
"Sebastolobus macrochir",12030,10,14,NA
"Sebastolobus macrochir",12030,10,14,NA
"Aethaloperca rogaa",6763,NA,NA,NA
"Aethaloperca rogaa",6763,NA,NA,NA
"Aethaloperca rogaa",6763,NA,NA,NA
"Anyperodon leucogrammicus",5155,NA,NA,NA
"Centropristis striata",375,NA,NA,NA
"Centropristis striata",375,NA,NA,NA
"Cephalopholis argus",6717,NA,NA,NA
"Cephalopholis argus",6717,NA,NA,NA
"Cephalopholis boenak",6766,NA,NA,NA
"Cephalopholis boenak",6766,1,NA,1.8
"Cephalopholis boenak",6766,1,NA,2
"Cephalopholis cruentata",18,NA,NA,NA
"Cephalopholis cruentata",18,NA,NA,3.5
"Cephalopholis cruentata",18,NA,NA,5.5
"Cephalopholis formosa",6768,NA,NA,NA
"Cephalopholis fulva",9137,NA,NA,NA
"Cephalopholis miniata",6772,NA,NA,NA
"Cephalopholis oligosticta",6773,NA,NA,NA
"Cephalopholis oligosticta",6773,NA,NA,NA
"Cephalopholis polleni",6774,NA,NA,NA
"Cephalopholis sonnerati",6776,NA,NA,NA
"Cephalopholis sonnerati",6776,NA,NA,NA
"Cephalopholis sonnerati",6776,NA,NA,NA
"Cephalopholis taeniops",5169,NA,NA,NA
"Cephalopholis urodeta",6778,NA,NA,NA
"Cromileptes altivelis",6779,NA,NA,NA
"Diploprion bifasciatum",6924,NA,NA,NA
"Epinephelides armatus",14500,7,NA,NA
"Epinephelides armatus",14500,5,NA,NA
"Epinephelus adscensionis",20,NA,NA,NA
"Epinephelus adscensionis",20,NA,NA,NA
"Epinephelus aeneus",440,5,7,NA
"Epinephelus aeneus",440,NA,NA,NA
"Epinephelus akaara",5397,NA,NA,NA
"Epinephelus akaara",5397,NA,NA,NA
"Epinephelus andersoni",5812,3,NA,NA
"Epinephelus andersoni",5812,2.7,NA,NA
"Epinephelus andersoni",5812,NA,NA,NA
"Epinephelus andersoni",5812,NA,NA,NA
"Epinephelus areolatus",5622,2,NA,NA
"Epinephelus areolatus",5622,NA,NA,NA
"Epinephelus areolatus",5622,NA,NA,NA
"Epinephelus awoara",7629,NA,NA,NA
"Epinephelus awoara",7629,NA,NA,NA
"Epinephelus bleekeri",7633,NA,NA,NA
"Epinephelus bleekeri",7633,NA,NA,NA
"Epinephelus bruneus",7635,NA,NA,NA
"Epinephelus chlorostigma",5813,NA,NA,2.5
"Epinephelus chlorostigma",5813,NA,NA,NA
"Epinephelus chlorostigma",5813,NA,NA,NA
"Epinephelus chlorostigma",5813,NA,NA,NA
"Epinephelus chlorostigma",5813,NA,NA,NA
"Epinephelus chlorostigma",5813,NA,NA,3
"Epinephelus chlorostigma",5813,NA,NA,NA
"Epinephelus chlorostigma",5813,NA,NA,NA
"Epinephelus coeruleopunctatus",6761,NA,NA,NA
"Epinephelus coioides",6787,NA,NA,NA
"Epinephelus coioides",6787,2,3,NA
"Epinephelus coioides",6787,NA,NA,2.7
"Epinephelus coioides",6787,NA,NA,NA
"Epinephelus coioides",6787,NA,NA,NA
"Epinephelus corallicola",6788,NA,NA,NA
"Epinephelus costae",9546,4,NA,NA
"Epinephelus cyanopodus",5588,NA,NA,NA
"Epinephelus fasciatus",5587,NA,NA,NA
"Epinephelus fasciatus",5587,NA,NA,NA
"Epinephelus fasciatus",5587,NA,NA,NA
"Epinephelus flavocaeruleus",7645,NA,NA,NA
"Epinephelus fuscoguttatus",4658,NA,NA,NA
"Epinephelus guttatus",21,NA,NA,3
"Epinephelus guttatus",21,NA,NA,NA
"Epinephelus hexagonatus",6980,NA,NA,NA
"Epinephelus howlandi",7648,NA,NA,NA
"Epinephelus itajara",24,NA,NA,6.5
"Epinephelus itajara",24,NA,NA,5.5
"Epinephelus lanceolatus",6790,NA,NA,NA
"Epinephelus latifasciatus",7650,NA,NA,NA
"Epinephelus longispinis",7652,NA,NA,NA
"Epinephelus maculatus",5589,NA,NA,NA
"Epinephelus malabaricus",6760,NA,NA,NA
"Epinephelus malabaricus",6760,NA,NA,NA
"Epinephelus malabaricus",6760,NA,NA,NA
"Epinephelus marginatus",6792,5,17,NA
"Epinephelus marginatus",6792,NA,NA,NA
"Epinephelus marginatus",6792,5,NA,NA
"Epinephelus merra",5156,NA,NA,NA
"Epinephelus merra",5156,NA,NA,NA
"Epinephelus morio",25,4,6,NA
"Epinephelus morio",25,NA,NA,NA
"Epinephelus morio",25,NA,NA,NA
"Epinephelus multinotatus",7654,NA,NA,NA
"Epinephelus multinotatus",7654,NA,NA,NA
"Epinephelus ongus",6794,NA,NA,NA
"Epinephelus ongus",6794,3,NA,NA
"Epinephelus poecilonotus",7657,NA,NA,NA
"Epinephelus polyphekadion",6795,NA,NA,NA
"Epinephelus quoyanus",6797,NA,NA,NA
"Epinephelus quoyanus",6797,NA,NA,NA
"Epinephelus sexfasciatus",5054,NA,NA,NA
"Epinephelus spilotoceps",6134,NA,NA,NA
"Epinephelus striatus",26,NA,NA,NA
"Epinephelus tauvina",4659,5,6,NA
"Epinephelus tauvina",4659,NA,NA,NA
"Epinephelus trimaculatus",7668,NA,NA,NA
"Epinephelus tukula",5814,NA,NA,NA
"Epinephelus undulosus",6798,NA,NA,NA
"Hyporthodus flavolimbatus",1221,NA,NA,NA
"Hyporthodus niveatus",1224,3,7,4.92
"Mycteroperca bonaci",1225,NA,NA,NA
"Mycteroperca bonaci",1225,NA,NA,5.2
"Mycteroperca microlepis",1228,3,NA,NA
"Mycteroperca microlepis",1228,8,NA,NA
"Mycteroperca microlepis",1228,3,6,NA
"Mycteroperca microlepis",1228,NA,NA,NA
"Mycteroperca olfax",8517,NA,NA,NA
"Mycteroperca olfax",8517,3,NA,NA
"Mycteroperca rubra",1230,NA,NA,NA
"Mycteroperca tigris",1231,NA,NA,6.5
"Mycteroperca tigris",1231,NA,NA,9.5
"Mycteroperca venenosa",1232,NA,NA,NA
"Paralabrax clathratus",3531,NA,NA,2.5
"Paralabrax humeralis",366,NA,NA,2
"Paralabrax humeralis",366,NA,NA,NA
"Paralabrax maculatofasciatus",3532,NA,NA,NA
"Paralabrax maculatofasciatus",3532,NA,NA,NA
"Paralabrax maculatofasciatus",3532,NA,NA,1.5
"Paralabrax nebulifer",3533,NA,NA,3.5
"Plectranthias klausewitzi",53176,NA,NA,NA
"Plectranthias longimanus",7622,NA,NA,NA
"Plectranthias pelicieri",20882,NA,NA,NA
"Plectranthias pelicieri",20882,NA,NA,NA
"Plectranthias vexillarius",20926,NA,NA,NA
"Plectropomus areolatus",6396,NA,NA,NA
"Plectropomus laevis",7672,NA,NA,NA
"Plectropomus leopardus",5055,NA,NA,NA
"Plectropomus leopardus",5055,2,4,NA
"Plectropomus leopardus",5055,3,NA,NA
"Plectropomus leopardus",5055,NA,NA,NA
"Plectropomus leopardus",5055,2,NA,NA
"Plectropomus leopardus",5055,3,4,NA
"Plectropomus leopardus",5055,NA,NA,NA
"Plectropomus leopardus",5055,NA,NA,NA
"Plectropomus maculatus",5117,2,NA,NA
"Plectropomus maculatus",5117,3,7,NA
"Plectropomus maculatus",5117,NA,NA,NA
"Plectropomus oligacanthus",7619,NA,NA,NA
"Plectropomus pessuliferus",7743,NA,NA,NA
"Pronotogrammus martinicensis",3524,NA,NA,1
"Pseudogramma pectoralis",41387,NA,NA,NA
"Serranus cabrilla",1371,NA,NA,NA
"Serranus cabrilla",1371,NA,NA,NA
"Serranus cabrilla",1371,NA,NA,NA
"Serranus cabrilla",1371,NA,NA,NA
"Serranus cabrilla",1371,NA,NA,NA
"Serranus hepatus",14218,NA,NA,3
"Serranus scriba",1957,NA,NA,NA
"Variola albimarginata",6800,NA,NA,NA
"Variola louti",5593,NA,NA,NA
"Myleus ternetzi",38656,1,NA,NA
"Piaractus brachypomus",6104,7,NA,NA
"Pygocentrus nattereri",4699,1,NA,NA
"Pygocentrus nattereri",4699,NA,NA,NA
"Pygocentrus nattereri",4699,NA,NA,NA
"Serrasalmus maculatus",47752,NA,NA,NA
"Serrasalmus maculatus",47752,NA,NA,NA
"Serrasalmus marginatus",45559,NA,NA,NA
"Serrasalmus marginatus",45559,NA,NA,NA
"Serrasalmus spilopleura",12299,NA,NA,NA
"Siganus argenteus",4801,1,NA,NA
"Siganus canaliculatus",4654,NA,NA,1
"Siganus canaliculatus",4654,NA,NA,1
"Siganus canaliculatus",4654,NA,NA,NA
"Siganus canaliculatus",4654,NA,NA,2
"Siganus canaliculatus",4654,NA,NA,2
"Siganus canaliculatus",4654,NA,NA,NA
"Siganus fuscescens",4803,NA,NA,NA
"Siganus fuscescens",4803,NA,NA,NA
"Siganus luridus",4800,NA,NA,NA
"Siganus luridus",4800,NA,NA,NA
"Siganus punctatus",4808,NA,NA,NA
"Siganus rivulatus",4730,NA,NA,1
"Siganus rivulatus",4730,NA,NA,2
"Siganus rivulatus",4730,NA,NA,NA
"Siganus rivulatus",4730,NA,NA,NA
"Sillaginodes punctatus",8803,3,4,NA
"Sillaginodes punctatus",8803,3,4,NA
"Sillaginopsis panijus",416,NA,NA,NA
"Sillago aeolus",8805,1,2,1
"Sillago aeolus",8805,0,1,0.8
"Sillago bassensis",8812,NA,NA,NA
"Sillago bassensis",8812,NA,NA,NA
"Sillago burrus",8819,NA,NA,NA
"Sillago burrus",8819,NA,NA,NA
"Sillago ciliata",4929,NA,NA,NA
"Sillago ciliata",4929,NA,NA,NA
"Sillago ciliata",4929,3,NA,NA
"Sillago ciliata",4929,2,NA,NA
"Sillago ciliata",4929,NA,NA,NA
"Sillago flindersi",8826,NA,NA,NA
"Sillago flindersi",8826,NA,NA,NA
"Sillago flindersi",8826,2,NA,NA
"Sillago flindersi",8826,2,NA,NA
"Sillago indica",8831,3,NA,NA
"Sillago lutea",8843,NA,NA,NA
"Sillago maculata",8236,NA,NA,NA
"Sillago maculata",8236,NA,NA,NA
"Sillago robusta",8850,NA,NA,NA
"Sillago robusta",8850,NA,NA,NA
"Sillago robusta",8850,NA,NA,NA
"Sillago robusta",8850,NA,NA,NA
"Sillago schomburgkii",8283,NA,NA,NA
"Sillago schomburgkii",8283,NA,NA,NA
"Sillago schomburgkii",8283,2,NA,NA
"Sillago sihama",4729,NA,NA,NA
"Sillago sihama",4729,NA,NA,NA
"Sillago sihama",4729,1,NA,NA
"Sillago sihama",4729,NA,NA,NA
"Sillago vittata",8853,NA,NA,NA
"Sillago vittata",8853,NA,NA,NA
"Ompok bimaculatus",6856,NA,NA,NA
"Ompok bimaculatus",6856,NA,NA,NA
"Ompok bimaculatus",6856,NA,NA,NA
"Ompok pabda",13599,NA,NA,NA
"Ompok pabda",13599,NA,NA,NA
"Silurus aristotelis",20045,2,3,NA
"Silurus asotus",6887,4,5,NA
"Silurus glanis",303,3,4,NA
"Silurus glanis",303,3,4,NA
"Silurus glanis",303,2,3,NA
"Silurus glanis",303,2,3,NA
"Silurus glanis",303,4,NA,NA
"Silurus glanis",303,3,NA,NA
"Silurus glanis",303,NA,NA,NA
"Silurus soldatovi",38673,3,NA,NA
"Silurus soldatovi",38673,4,6,NA
"Silurus triostegus",20052,NA,NA,4
"Silurus triostegus",20052,NA,NA,3
"Aseraggodes brevirostris",53103,NA,NA,NA
"Buglossidium luteum",63,NA,NA,3
"Buglossidium luteum",63,NA,NA,NA
"Buglossidium luteum",63,NA,NA,NA
"Dicologlossa cuneata",542,NA,NA,NA
"Dicologlossa cuneata",542,NA,NA,NA
"Dicologlossa cuneata",542,NA,NA,NA
"Dicologlossa cuneata",542,NA,NA,NA
"Microchirus theophila",7999,NA,5,3
"Microchirus variegatus",42,3,NA,NA
"Monochirus hispidus",2244,NA,NA,NA
"Monochirus hispidus",2244,NA,NA,NA
"Monochirus hispidus",2244,NA,NA,NA
"Monochirus hispidus",2244,NA,NA,NA
"Pegusa impar",1958,3,NA,NA
"Pegusa lascaris",1354,4,NA,NA
"Solea solea",541,NA,NA,NA
"Solea solea",541,NA,NA,NA
"Solea solea",541,NA,NA,NA
"Solea solea",541,NA,NA,NA
"Solea solea",541,NA,NA,NA
"Solea solea",541,NA,NA,NA
"Solea solea",541,NA,NA,2.5
"Solea solea",541,NA,NA,4
"Solea solea",541,3,5,NA
"Solea solea",541,3,NA,NA
"Solea solea",541,NA,NA,4.5
"Solea solea",541,3,NA,NA
"Solea solea",541,NA,NA,NA
"Solea solea",56819,2,4,3
"Solea solea",56819,NA,NA,2.38
"Solea solea",56820,NA,NA,3.05
"Solea solea",56821,NA,NA,2.5
"Solea solea",56823,NA,NA,2.45
"Solea solea",56824,NA,NA,2.5
"Solea solea",56825,NA,NA,3
"Solea solea",56825,NA,NA,2.5
"Synapturichthys kleinii",1959,NA,NA,NA
"Synapturichthys kleinii",1959,NA,NA,NA
"Centroscymnus coelolepis",678,NA,NA,NA
"Centroscymnus coelolepis",678,NA,NA,NA
"Centroscymnus crepidater",679,NA,NA,NA
"Centroscymnus crepidater",679,NA,NA,NA
"Centroscymnus crepidater",679,9,15,NA
"Centroscymnus owstonii",682,NA,NA,NA
"Centroscymnus owstonii",682,NA,NA,NA
"Centroscymnus owstonii",682,NA,NA,NA
"Centroscymnus owstonii",682,NA,NA,NA
"Centroscymnus owstonii",682,NA,NA,NA
"Centroscymnus owstonii",682,NA,NA,NA
"Centroscymnus plunketi",683,NA,NA,NA
"Centroscymnus plunketi",683,NA,NA,NA
"Somniosus microcephalus",152,NA,NA,NA
"Somniosus microcephalus",152,NA,NA,NA
"Somniosus rostratus",720,NA,NA,NA
"Somniosus rostratus",720,NA,NA,NA
"Zameus squamulosus",717,NA,NA,NA
"Zameus squamulosus",717,NA,NA,NA
"Zameus squamulosus",717,NA,NA,NA
"Zameus squamulosus",717,NA,NA,NA
"Zameus squamulosus",717,NA,NA,NA
"Acanthopagrus australis",8419,4,NA,NA
"Acanthopagrus australis",8419,3,NA,NA
"Acanthopagrus australis",8419,4,NA,NA
"Acanthopagrus australis",8419,NA,NA,NA
"Acanthopagrus berda",5815,NA,NA,NA
"Acanthopagrus bifasciatus",4728,NA,NA,4.6
"Acanthopagrus bifasciatus",4728,NA,NA,2
"Acanthopagrus butcheri",14324,2,3,NA
"Acanthopagrus butcheri",14324,5,NA,NA
"Acanthopagrus butcheri",14324,3,NA,NA
"Acanthopagrus butcheri",14324,3,NA,NA
"Acanthopagrus butcheri",14324,1,3,3
"Acanthopagrus butcheri",14324,NA,NA,NA
"Acanthopagrus latus",6669,3.5,4,NA
"Acanthopagrus latus",6669,NA,NA,NA
"Acanthopagrus pacificus",56136,NA,NA,NA
"Acanthopagrus pacificus",56136,NA,NA,1.15
"Acanthopagrus schlegelii",6852,NA,NA,NA
"Archosargus rhomboidalis",1235,NA,NA,0.42
"Argyrops filamentosus",4726,NA,NA,2
"Argyrops filamentosus",4726,NA,NA,2
"Argyrops spinifer",456,NA,NA,2.4
"Argyrops spinifer",456,NA,NA,2.4
"Argyrops spinifer",456,NA,NA,5.6
"Argyrops spinifer",456,NA,NA,5
"Argyrops spinifer",456,2,4,2
"Argyrozona argyrozona",457,6,NA,NA
"Argyrozona argyrozona",457,NA,NA,5
"Boops boops",217,NA,NA,1
"Boops boops",217,NA,NA,2
"Boops boops",217,NA,NA,NA
"Boops boops",217,NA,NA,NA
"Calamus bajonado",1237,NA,NA,NA
"Calamus bajonado",1237,NA,NA,3
"Calamus bajonado",1237,5,NA,NA
"Calamus bajonado",1237,4,NA,NA
"Calamus nodosus",1242,3,NA,NA
"Calamus proridens",1245,3,NA,NA
"Cheimerius nufar",458,NA,NA,NA
"Cheimerius nufar",458,NA,NA,NA
"Cheimerius nufar",458,NA,NA,NA
"Cheimerius nufar",458,NA,NA,NA
"Chrysoblephus cristiceps",6315,NA,NA,NA
"Chrysoblephus cristiceps",6315,NA,NA,NA
"Chrysoblephus cristiceps",6315,NA,NA,NA
"Chrysoblephus gibbiceps",6316,NA,NA,NA
"Chrysoblephus laticeps",5818,NA,NA,NA
"Chrysoblephus laticeps",5818,NA,NA,NA
"Chrysoblephus laticeps",5818,NA,NA,NA
"Chrysoblephus puniceus",5819,NA,NA,NA
"Cymatoceps nasutus",5820,NA,NA,NA
"Dentex canariensis",4724,NA,NA,NA
"Dentex canariensis",4724,NA,NA,NA
"Dentex canariensis",4724,NA,NA,2
"Dentex dentex",453,2,3,NA
"Dentex dentex",453,2,3,NA
"Dentex gibbosus",4721,NA,NA,NA
"Dentex gibbosus",4721,NA,NA,NA
"Dentex macrophthalmus",452,NA,NA,2
"Dentex macrophthalmus",452,NA,NA,NA
"Dentex macrophthalmus",452,NA,NA,NA
"Dentex macrophthalmus",452,2,NA,NA
"Dentex macrophthalmus",452,NA,NA,NA
"Dentex macrophthalmus",452,NA,NA,NA
"Dentex maroccanus",4723,NA,NA,NA
"Dentex tumifrons",4930,NA,NA,NA
"Diplodus annularis",1948,2,NA,NA
"Diplodus annularis",1948,NA,NA,1
"Diplodus annularis",1948,NA,NA,2
"Diplodus annularis",1948,NA,NA,1
"Diplodus annularis",1948,1,NA,NA
"Diplodus annularis",1948,NA,NA,NA
"Diplodus annularis",1948,NA,NA,NA
"Diplodus annularis",1948,NA,NA,NA
"Diplodus annularis",1948,NA,NA,NA
"Diplodus annularis",1948,NA,NA,NA
"Diplodus annularis",1948,2,3,NA
"Diplodus annularis",1948,2,3,NA
"Diplodus annularis",1948,NA,NA,NA
"Diplodus annularis",1948,NA,NA,NA
"Diplodus annularis",1948,NA,NA,NA
"Diplodus annularis",1948,NA,NA,NA
"Diplodus annularis",1948,NA,NA,NA
"Diplodus annularis",1948,NA,NA,NA
"Diplodus argenteus argenteus",3770,NA,NA,NA
"Diplodus capensis",6317,NA,NA,NA
"Diplodus capensis",6317,NA,NA,NA
"Diplodus capensis",6317,NA,NA,3
"Diplodus capensis",6317,NA,NA,3
"Diplodus hottentotus",8244,NA,NA,6
"Diplodus hottentotus",8244,NA,NA,6
"Diplodus sargus cadenati",8377,NA,NA,NA
"Diplodus sargus cadenati",8377,NA,NA,NA
"Diplodus sargus sargus",1949,NA,NA,2
