"sciname","StockCode","AgeMatMin","AgeMatMin2","tm"
"Callorhinchus milii",4944,2,4,NA
"Capros aper",64,NA,NA,1.84
"Capros aper",64,NA,NA,4.6
"Capros aper",64,NA,NA,3.4
"Alepes djedaba",2085,NA,NA,NA
"Alepes kleinii",2099,NA,NA,NA
"Atropus atropos",2125,NA,NA,NA
"Atule mate",2089,NA,NA,NA
"Atule mate",2089,NA,NA,NA
"Carangoides bajad",2119,NA,NA,NA
"Carangoides bartholomaei",2109,NA,NA,NA
"Carangoides bartholomaei",2109,NA,NA,NA
"Carangoides bartholomaei",2109,NA,NA,NA
"Carangoides bartholomaei",2109,NA,NA,NA
"Caranx bucculentus",2092,NA,NA,NA
"Caranx crysos",2129,NA,NA,NA
"Caranx crysos",2129,NA,NA,NA
"Caranx crysos",2129,NA,NA,NA
"Caranx heberi",2094,NA,NA,NA
"Caranx hippos",267,NA,NA,NA
"Caranx hippos",267,NA,NA,NA
"Caranx hippos",267,NA,NA,NA
"Caranx ignobilis",2091,NA,NA,NA
"Caranx ignobilis",2091,NA,NA,3.5
"Caranx latus",2131,NA,NA,NA
"Caranx latus",2131,NA,NA,NA
"Caranx lugubris",2132,NA,NA,NA
"Caranx lugubris",2132,NA,NA,NA
"Caranx melampygus",2102,NA,NA,2
"Caranx rhonchus",2095,NA,NA,2
"Caranx ruber",2114,NA,NA,NA
"Caranx ruber",2114,NA,NA,3
"Caranx ruber",2114,NA,NA,NA
"Caranx senegallus",2093,NA,NA,NA
"Caranx senegallus",2093,NA,NA,NA
"Caranx sexfasciatus",2113,NA,NA,NA
"Chloroscombrus chrysurus",399,NA,NA,NA
"Chloroscombrus chrysurus",399,NA,NA,NA
"Chloroscombrus chrysurus",399,NA,NA,NA
"Chloroscombrus chrysurus",399,NA,NA,NA
"Chloroscombrus chrysurus",399,NA,NA,NA
"Chloroscombrus chrysurus",399,NA,NA,NA
"Decapterus macrosoma",2134,NA,NA,3
"Decapterus macrosoma",2134,NA,NA,NA
"Decapterus macrosoma",2134,NA,NA,NA
"Decapterus macrosoma",2134,NA,NA,NA
"Decapterus punctatus",1010,0.33,0.41,NA
"Decapterus russelli",388,NA,NA,NA
"Decapterus russelli",388,NA,NA,NA
"Decapterus russelli",388,NA,NA,NA
"Decapterus russelli",388,NA,NA,NA
"Decapterus russelli",388,NA,NA,NA
"Decapterus russelli",388,NA,NA,NA
"Decapterus russelli",388,NA,NA,NA
"Decapterus russelli",388,NA,NA,NA
"Decapterus russelli",388,NA,NA,NA
"Decapterus tabl",1011,NA,NA,NA
"Gnathanodon speciosus",4664,NA,NA,NA
"Lichia amia",708,NA,NA,NA
"Megalaspis cordyla",398,NA,NA,NA
"Megalaspis cordyla",398,NA,NA,NA
"Megalaspis cordyla",398,NA,NA,NA
"Parastromateus niger",2143,NA,NA,NA
"Parastromateus niger",2143,NA,NA,NA
"Pseudocaranx dentex",1018,NA,NA,NA
"Pseudocaranx dentex",1018,NA,NA,NA
"Selaroides leptolepis",402,NA,NA,NA
"Selene setapinnis",392,NA,NA,NA
"Selene setapinnis",392,NA,NA,NA
"Seriola dumerili",1021,3,5,4
"Seriola dumerili",1021,2,5,4
"Seriola dumerili",1021,3,5,NA
"Seriola lalandi",396,2,NA,NA
"Trachinotus blochii",2159,NA,NA,NA
"Trachinotus carolinus",394,NA,NA,NA
"Trachinotus carolinus",394,NA,NA,NA
"Trachinotus falcatus",1026,3,NA,3.1
"Trachinotus falcatus",1026,3,NA,NA
"Trachinotus teraia",2173,NA,NA,NA
"Trachinotus teraia",2173,NA,NA,NA
"Trachurus capensis",5641,NA,NA,2
"Trachurus capensis",5641,3,NA,NA
"Trachurus declivis",386,3,4,NA
"Trachurus declivis",386,2,4,NA
"Trachurus indicus",2178,NA,NA,1.78
"Trachurus indicus",2178,NA,NA,2.23
"Trachurus japonicus",380,NA,NA,3
"Trachurus lathami",383,NA,NA,2
"Trachurus lathami",383,NA,NA,NA
"Trachurus lathami",383,NA,NA,NA
"Trachurus mediterraneus",1295,NA,NA,NA
"Trachurus murphyi",381,NA,NA,NA
"Trachurus murphyi",381,NA,NA,NA
"Trachurus novaezelandiae",2175,NA,NA,NA
"Trachurus novaezelandiae",2175,NA,NA,NA
"Trachurus novaezelandiae",2175,3,4,NA
"Trachurus picturatus",1296,NA,NA,NA
"Trachurus symmetricus",382,NA,3,NA
"Trachurus trachurus",1383,NA,NA,NA
"Trachurus trachurus",1383,NA,NA,NA
"Trachurus trachurus",1383,NA,NA,NA
"Trachurus trachurus",1383,2.5,NA,NA
"Trachurus trachurus",1383,NA,NA,NA
"Trachurus trachurus",1383,4,NA,NA
"Trachurus trachurus",1383,3,4,NA
"Trachurus trachurus",1383,NA,NA,2
"Trachurus trachurus",1383,NA,NA,2.6
"Trachurus trachurus",1383,NA,NA,1.5
"Trachurus trachurus",1383,NA,NA,2.2
"Trachurus trachurus",1383,4,NA,NA
"Trachurus trachurus",56773,NA,NA,2
"Trachurus trachurus",56773,NA,NA,NA
"Trachurus trachurus",56773,NA,NA,NA
"Trachurus trachurus",56773,NA,NA,2.5
"Trachurus trachurus",56773,3,4,NA
"Trachurus trachurus",56773,3.5,NA,NA
"Trachurus trachurus",56773,NA,NA,4.1
"Trachurus trachurus",56773,NA,NA,3.4
"Trachurus trachurus",56773,NA,NA,3.55
"Trachurus trecae",385,NA,NA,NA
"Trachurus trecae",385,NA,NA,NA
"Carcharhinus acronotus",873,2,NA,3
"Carcharhinus acronotus",873,3,4,NA
"Carcharhinus acronotus",873,2,NA,2.5
"Carcharhinus acronotus",873,NA,NA,3
"Carcharhinus albimarginatus",874,NA,NA,NA
"Carcharhinus albimarginatus",874,NA,NA,NA
"Carcharhinus albimarginatus",874,NA,NA,NA
"Carcharhinus albimarginatus",874,NA,NA,NA
"Carcharhinus albimarginatus",874,NA,NA,NA
"Carcharhinus albimarginatus",874,NA,NA,NA
"Carcharhinus albimarginatus",874,NA,NA,NA
"Carcharhinus albimarginatus",874,NA,NA,NA
"Carcharhinus albimarginatus",874,NA,NA,NA
"Carcharhinus albimarginatus",874,NA,NA,NA
"Carcharhinus altimus",875,NA,NA,NA
"Carcharhinus altimus",875,NA,NA,NA
"Carcharhinus altimus",875,NA,NA,NA
"Carcharhinus altimus",875,NA,NA,NA
"Carcharhinus altimus",875,NA,NA,NA
"Carcharhinus amblyrhynchoides",876,NA,NA,NA
"Carcharhinus amblyrhynchoides",876,NA,NA,NA
"Carcharhinus amblyrhynchoides",876,NA,NA,NA
"Carcharhinus amblyrhynchos",877,NA,NA,NA
"Carcharhinus amblyrhynchos",877,NA,NA,NA
"Carcharhinus amblyrhynchos",877,NA,7,NA
"Carcharhinus amblyrhynchos",877,NA,NA,NA
"Carcharhinus amblyrhynchos",877,NA,NA,NA
"Carcharhinus amblyrhynchos",877,NA,NA,NA
"Carcharhinus amblyrhynchos",877,NA,NA,7
"Carcharhinus amblyrhynchos",877,NA,NA,NA
"Carcharhinus amblyrhynchos",877,NA,NA,NA
"Carcharhinus amblyrhynchos",877,NA,NA,NA
"Carcharhinus amblyrhynchos",877,NA,NA,NA
"Carcharhinus amblyrhynchos",877,NA,NA,NA
"Carcharhinus amboinensis",878,NA,NA,NA
"Carcharhinus amboinensis",878,NA,NA,NA
"Carcharhinus amboinensis",878,NA,NA,NA
"Carcharhinus amboinensis",878,NA,NA,NA
"Carcharhinus amboinensis",878,NA,NA,NA
"Carcharhinus amboinensis",878,NA,NA,NA
"Carcharhinus amboinensis",878,NA,NA,NA
"Carcharhinus amboinensis",878,NA,NA,NA
"Carcharhinus amboinensis",878,NA,NA,NA
"Carcharhinus brachyurus",880,NA,NA,NA
"Carcharhinus brachyurus",880,NA,NA,NA
"Carcharhinus brachyurus",880,5,12,NA
"Carcharhinus brachyurus",880,19,20,NA
"Carcharhinus brachyurus",880,13,19,NA
"Carcharhinus brachyurus",880,19,NA,NA
"Carcharhinus brachyurus",880,13,NA,NA
"Carcharhinus brachyurus",880,5,NA,NA
"Carcharhinus brachyurus",880,NA,NA,19.5
"Carcharhinus brachyurus",880,NA,NA,NA
"Carcharhinus brachyurus",880,NA,NA,16
"Carcharhinus brachyurus",880,NA,NA,NA
"Carcharhinus brevipinna",881,NA,NA,NA
"Carcharhinus brevipinna",881,NA,NA,NA
"Carcharhinus brevipinna",881,NA,NA,NA
"Carcharhinus brevipinna",881,NA,NA,NA
"Carcharhinus brevipinna",881,NA,NA,NA
"Carcharhinus brevipinna",881,NA,NA,NA
"Carcharhinus brevipinna",881,NA,NA,NA
"Carcharhinus brevipinna",881,NA,NA,NA
"Carcharhinus cautus",882,NA,NA,NA
"Carcharhinus cautus",882,NA,NA,NA
"Carcharhinus coatesi",58721,NA,NA,NA
"Carcharhinus coatesi",58721,NA,NA,NA
"Carcharhinus dussumieri",883,NA,NA,NA
"Carcharhinus dussumieri",883,NA,NA,NA
"Carcharhinus dussumieri",883,NA,NA,NA
"Carcharhinus falciformis",884,7,9,8
"Carcharhinus falciformis",884,6,7,NA
"Carcharhinus falciformis",884,NA,NA,12
"Carcharhinus falciformis",884,NA,NA,NA
"Carcharhinus falciformis",884,NA,NA,NA
"Carcharhinus falciformis",884,NA,NA,NA
"Carcharhinus falciformis",884,NA,NA,NA
"Carcharhinus falciformis",884,NA,10,NA
"Carcharhinus falciformis",884,NA,NA,NA
"Carcharhinus falciformis",884,NA,NA,NA
"Carcharhinus falciformis",884,NA,NA,NA
"Carcharhinus falciformis",884,NA,NA,NA
"Carcharhinus falciformis",884,NA,NA,NA
"Carcharhinus falciformis",884,NA,NA,NA
"Carcharhinus falciformis",884,NA,NA,NA
"Carcharhinus falciformis",884,NA,NA,NA
"Carcharhinus falciformis",884,NA,NA,NA
"Carcharhinus falciformis",884,NA,NA,NA
"Carcharhinus falciformis",884,NA,NA,NA
"Carcharhinus fitzroyensis",885,NA,NA,NA
"Carcharhinus fitzroyensis",885,NA,NA,NA
"Carcharhinus galapagensis",886,NA,NA,NA
"Carcharhinus galapagensis",886,NA,NA,NA
"Carcharhinus galapagensis",886,NA,NA,NA
"Carcharhinus galapagensis",886,NA,NA,NA
"Carcharhinus galapagensis",886,6.5,9,NA
"Carcharhinus galapagensis",886,6,8,NA
"Carcharhinus isodon",888,NA,NA,NA
"Carcharhinus isodon",888,NA,NA,NA
"Carcharhinus isodon",888,NA,NA,NA
"Carcharhinus isodon",888,NA,NA,NA
"Carcharhinus isodon",888,NA,NA,4.3
"Carcharhinus isodon",888,NA,NA,3.9
"Carcharhinus leucas",889,NA,NA,NA
"Carcharhinus leucas",889,NA,NA,NA
"Carcharhinus leucas",889,6,NA,NA
"Carcharhinus leucas",889,18.2,NA,NA
"Carcharhinus leucas",889,14,15,NA
"Carcharhinus leucas",889,NA,NA,15
"Carcharhinus leucas",889,NA,NA,21
"Carcharhinus leucas",889,NA,NA,20
"Carcharhinus leucas",889,NA,NA,NA
"Carcharhinus leucas",889,NA,NA,NA
"Carcharhinus leucas",889,NA,6,NA
"Carcharhinus limbatus",890,NA,NA,NA
"Carcharhinus limbatus",890,NA,NA,NA
"Carcharhinus limbatus",890,4,NA,NA
"Carcharhinus limbatus",890,3,4,NA
"Carcharhinus limbatus",890,NA,NA,NA
"Carcharhinus limbatus",890,NA,NA,NA
"Carcharhinus limbatus",890,6,8,7
"Carcharhinus limbatus",890,NA,NA,NA
"Carcharhinus limbatus",890,NA,NA,NA
"Carcharhinus limbatus",890,NA,NA,7
"Carcharhinus limbatus",890,NA,NA,NA
"Carcharhinus limbatus",890,NA,NA,NA
"Carcharhinus longimanus",891,NA,NA,NA
"Carcharhinus longimanus",891,NA,NA,NA
"Carcharhinus longimanus",891,4,5,5
"Carcharhinus longimanus",891,NA,NA,NA
"Carcharhinus longimanus",891,NA,NA,NA
"Carcharhinus longimanus",891,6,7,NA
"Carcharhinus longimanus",891,NA,NA,NA
"Carcharhinus longimanus",891,NA,NA,NA
"Carcharhinus macloti",892,NA,NA,NA
"Carcharhinus macloti",892,NA,NA,NA
"Carcharhinus macloti",892,NA,NA,NA
"Carcharhinus macloti",892,NA,NA,NA
"Carcharhinus melanopterus",893,NA,NA,NA
"Carcharhinus melanopterus",893,NA,NA,NA
"Carcharhinus melanopterus",893,NA,NA,NA
"Carcharhinus melanopterus",893,NA,NA,NA
"Carcharhinus melanopterus",893,NA,NA,NA
"Carcharhinus melanopterus",893,NA,NA,NA
"Carcharhinus melanopterus",893,NA,NA,NA
"Carcharhinus obscurus",894,21,NA,21
"Carcharhinus obscurus",894,NA,NA,NA
"Carcharhinus obscurus",894,NA,NA,NA
"Carcharhinus obscurus",894,14,18,NA
"Carcharhinus obscurus",894,NA,NA,21
"Carcharhinus obscurus",894,NA,NA,19
"Carcharhinus obscurus",894,17,22,NA
"Carcharhinus obscurus",894,20,23,NA
"Carcharhinus obscurus",894,19,21,NA
"Carcharhinus perezii",895,NA,NA,NA
"Carcharhinus plumbeus",896,NA,NA,12
"Carcharhinus plumbeus",896,NA,NA,13
"Carcharhinus plumbeus",896,13,16,NA
"Carcharhinus plumbeus",896,13,16,NA
"Carcharhinus plumbeus",896,NA,NA,NA
"Carcharhinus plumbeus",896,NA,NA,NA
"Carcharhinus plumbeus",896,NA,NA,NA
"Carcharhinus plumbeus",896,15,16,NA
"Carcharhinus plumbeus",896,NA,NA,NA
"Carcharhinus plumbeus",896,15,16,NA
"Carcharhinus plumbeus",896,NA,NA,NA
"Carcharhinus plumbeus",896,NA,NA,NA
"Carcharhinus plumbeus",896,NA,NA,NA
"Carcharhinus porosus",897,NA,NA,NA
"Carcharhinus porosus",897,NA,NA,NA
"Carcharhinus porosus",897,NA,NA,6
"Carcharhinus porosus",897,NA,NA,6
"Carcharhinus sealei",898,NA,NA,NA
"Carcharhinus sealei",898,NA,NA,NA
"Carcharhinus sealei",898,NA,NA,NA
"Carcharhinus sealei",898,NA,NA,NA
"Carcharhinus signatus",899,NA,NA,NA
"Carcharhinus signatus",899,NA,NA,NA
"Carcharhinus signatus",899,NA,NA,NA
"Carcharhinus sorrah",900,2,3,NA
"Carcharhinus sorrah",900,2,3,NA
"Carcharhinus sorrah",900,NA,NA,NA
"Carcharhinus sorrah",900,NA,NA,NA
"Carcharhinus tilstoni",14846,3,4,NA
"Carcharhinus tilstoni",14846,3,4,NA
"Carcharhinus tjutjot",58728,NA,NA,NA
"Carcharhinus tjutjot",58728,NA,NA,NA
"Carcharhinus tjutjot",58728,NA,NA,NA
"Galeocerdo cuvier",902,4,6,NA
"Galeocerdo cuvier",902,4,6,NA
"Galeocerdo cuvier",902,8,11,9
"Galeocerdo cuvier",902,NA,NA,NA
"Galeocerdo cuvier",902,NA,NA,NA
"Galeocerdo cuvier",902,NA,NA,8
"Galeocerdo cuvier",902,NA,NA,10
"Galeocerdo cuvier",902,NA,NA,NA
"Galeocerdo cuvier",902,NA,NA,NA
"Isogomphodon oxyrhynchus",907,6,7,NA
"Isogomphodon oxyrhynchus",907,5,6,NA
"Lamiopsis temminckii",908,NA,NA,NA
"Lamiopsis temminckii",908,NA,NA,NA
"Lamiopsis tephrodes",57351,NA,NA,NA
"Loxodon macrorhinus",910,NA,NA,NA
"Loxodon macrorhinus",910,NA,NA,NA
"Loxodon macrorhinus",910,NA,NA,NA
"Loxodon macrorhinus",910,NA,NA,NA
"Nasolamia velox",911,NA,NA,NA
"Negaprion acutidens",912,NA,NA,NA
"Negaprion acutidens",912,NA,NA,NA
"Negaprion acutidens",912,NA,NA,NA
"Negaprion acutidens",912,NA,NA,NA
"Negaprion brevirostris",913,NA,NA,NA
"Negaprion brevirostris",913,NA,NA,NA
"Negaprion brevirostris",913,NA,NA,12
"Negaprion brevirostris",913,NA,NA,12.7
"Prionace glauca",914,NA,NA,NA
"Prionace glauca",914,NA,NA,NA
"Prionace glauca",914,NA,NA,NA
"Prionace glauca",914,6,7,6
"Prionace glauca",914,NA,NA,NA
"Prionace glauca",914,7,9,8
"Prionace glauca",914,NA,NA,8
"Prionace glauca",914,NA,NA,NA
"Prionace glauca",914,NA,NA,NA
"Prionace glauca",914,NA,NA,NA
"Prionace glauca",914,NA,NA,NA
"Rhizoprionodon acutus",915,NA,NA,NA
"Rhizoprionodon acutus",915,NA,NA,NA
"Rhizoprionodon acutus",915,NA,NA,NA
"Rhizoprionodon acutus",915,NA,NA,NA
"Rhizoprionodon acutus",915,NA,NA,NA
"Rhizoprionodon longurio",917,NA,NA,NA
"Rhizoprionodon oligolinx",918,NA,NA,NA
"Rhizoprionodon oligolinx",918,NA,NA,NA
"Rhizoprionodon oligolinx",918,NA,NA,NA
"Rhizoprionodon oligolinx",918,NA,NA,NA
"Rhizoprionodon oligolinx",918,NA,NA,NA
"Rhizoprionodon oligolinx",918,NA,NA,NA
"Rhizoprionodon oligolinx",918,NA,NA,NA
"Rhizoprionodon porosus",919,NA,NA,NA
"Rhizoprionodon porosus",919,NA,NA,NA
"Rhizoprionodon taylori",920,1,NA,NA
"Rhizoprionodon taylori",920,NA,NA,NA
"Rhizoprionodon taylori",920,1,NA,NA
"Rhizoprionodon taylori",920,NA,NA,NA
"Rhizoprionodon taylori",920,NA,NA,NA
"Rhizoprionodon terraenovae",921,NA,NA,NA
"Rhizoprionodon terraenovae",921,NA,NA,NA
"Rhizoprionodon terraenovae",921,2.4,2.8,NA
"Rhizoprionodon terraenovae",921,2,2.4,NA
"Rhizoprionodon terraenovae",921,NA,NA,4
"Rhizoprionodon terraenovae",921,NA,NA,4
"Rhizoprionodon terraenovae",921,2,3,NA
"Scoliodon laticaudus",922,NA,NA,NA
"Scoliodon laticaudus",922,NA,NA,NA
"Scoliodon laticaudus",922,2,NA,NA
"Scoliodon laticaudus",922,NA,NA,NA
"Scoliodon laticaudus",922,NA,NA,NA
"Scoliodon macrorhynchos",58060,NA,NA,NA
"Scoliodon macrorhynchos",58060,NA,NA,NA
"Triaenodon obesus",923,NA,NA,NA
"Triaenodon obesus",923,NA,NA,NA
"Triaenodon obesus",923,5,NA,NA
"Triaenodon obesus",923,8,9,8
"Triaenodon obesus",923,NA,NA,NA
"Triaenodon obesus",923,NA,NA,NA
"Triaenodon obesus",923,NA,NA,NA
"Carpiodes cyprinus",4999,NA,4,NA
"Catostomus catostomus",3158,5,NA,NA
"Catostomus catostomus",3158,3,NA,NA
"Catostomus catostomus",3158,2,NA,NA
"Catostomus catostomus",3158,9,10,NA
"Catostomus catostomus",3158,4,5,NA
"Catostomus catostomus",3158,NA,NA,6
"Catostomus commersonii",3161,6,NA,NA
"Catostomus commersonii",3161,2,NA,NA
"Catostomus platyrhynchus",3171,2,4,NA
"Catostomus platyrhynchus",3171,3,5,NA
"Catostomus platyrhynchus",3171,NA,NA,NA
"Catostomus platyrhynchus",3171,2,3,NA
"Catostomus platyrhynchus",3171,2,4,NA
"Catostomus platyrhynchus",3171,NA,NA,NA
"Chasmistes brevirostris",3178,4,6,NA
"Chasmistes cujus",3179,14,17,NA
"Chasmistes liorus",3180,5,10,NA
"Deltistes luxatus",6492,4,9,NA
"Moxostoma macrolepidotum",3204,3,5,NA
"Moxostoma valenciennesi",3210,6,11,NA
"Moxostoma valenciennesi",3210,5,13,NA
"Moxostoma valenciennesi",3210,9,NA,NA
"Ambloplites rupestris",3557,2,3,NA
"Lepomis gibbosus",3568,2,2,2
"Lepomis gibbosus",3568,3,NA,NA
"Lepomis gibbosus",3568,1,3,NA
"Micropterus dolomieu",3578,4,NA,NA
"Micropterus dolomieu",3578,3,NA,NA
"Micropterus dolomieu",3578,5,6,NA
"Micropterus salmoides",3581,4,5,NA
"Micropterus salmoides",3581,3,4,NA
"Micropterus salmoides",3581,1,4,NA
"Hyperoglyphe antarctica",512,5,7,NA
"Hyperoglyphe antarctica",512,6,7,NA
"Psenopsis anomala",513,NA,NA,NA
"Seriolella brama",13251,3,4,NA
"Seriolella punctata",13255,3,4,NA
"Centrophorus granulosus",664,NA,NA,NA
"Centrophorus isodon",44907,NA,NA,NA
"Centrophorus isodon",44907,NA,NA,NA
"Centrophorus lusitanicus",666,NA,NA,NA
"Centrophorus lusitanicus",666,NA,NA,NA
"Centrophorus lusitanicus",666,NA,NA,NA
"Centrophorus moluccensis",667,NA,NA,NA
"Centrophorus moluccensis",667,NA,NA,NA
"Centrophorus moluccensis",667,NA,NA,NA
"Centrophorus moluccensis",667,NA,NA,NA
"Centrophorus squamosus",669,NA,NA,NA
"Centrophorus squamosus",669,NA,NA,NA
"Centrophorus squamosus",669,NA,NA,NA
"Centrophorus squamosus",669,NA,NA,NA
"Centrophorus squamosus",669,NA,NA,NA
"Centrophorus squamosus",669,NA,NA,NA
"Centrophorus uyato",671,NA,NA,NA
"Centrophorus uyato",671,NA,NA,NA
"Deania calcea",686,NA,NA,NA
"Deania calcea",686,NA,NA,NA
"Deania calcea",686,NA,NA,NA
"Deania calcea",686,NA,NA,25
"Deania calcea",686,NA,NA,NA
"Deania profundorum",688,NA,NA,NA
"Deania profundorum",688,NA,NA,NA
"Deania quadrispinosa",689,NA,NA,NA
"Centropomus ensiferus",1029,3,4,NA
"Centropomus mexicanus",7835,3,4,NA
"Centropomus parallelus",1030,3,4,NA
"Centropomus undecimalis",359,NA,NA,NA
"Centropomus undecimalis",359,NA,NA,NA
"Centropomus undecimalis",359,NA,NA,NA
"Centropomus undecimalis",359,NA,NA,NA
"Centropomus undecimalis",359,3,5,4
"Cepola macrophthalma",66,NA,NA,NA
"Cepola macrophthalma",66,NA,NA,NA
"Cepola macrophthalma",66,NA,NA,NA
"Cepola macrophthalma",66,NA,NA,NA
"Cryptopsaras couesii",3294,5,NA,NA
"Cetorhinus maximus",2286,6,7,NA
"Cetorhinus maximus",2286,NA,NA,18
"Cetorhinus maximus",2286,NA,NA,5
"Cetorhinus maximus",2286,6,13,NA
"Cetorhinus maximus",2286,16,20,NA
"Cetorhinus maximus",2286,12,16,NA
"Cetorhinus maximus",2286,NA,NA,NA
"Cetorhinus maximus",2286,NA,NA,NA
"Acanthemblemaria paula",45374,NA,NA,NA
"Acanthemblemaria spinosa",15089,NA,NA,NA
"Emblemariopsis pricei",47486,1,NA,NA
"Emblemariopsis pricei",47486,1,NA,NA
"Neoclinus uninotatus",3938,NA,NA,1
"Chaetodon auriga",5847,NA,NA,NA
"Chaetodon capistratus",3798,NA,NA,NA
"Chaetodon capistratus",3798,NA,NA,NA
"Chaetodon larvatus",12613,NA,NA,NA
"Chaetodon larvatus",12613,NA,NA,NA
"Chaetodon ocellatus",3800,NA,NA,NA
"Chaetodon ocellatus",3800,NA,NA,NA
"Chaetodon sedentarius",3801,NA,NA,NA
"Chaetodon striatus",3802,NA,NA,NA
"Chaetodon striatus",3802,NA,NA,NA
"Chaetodon trifasciatus",5869,NA,NA,NA
"Chanos chanos",95,3,4,NA
"Chanos chanos",95,NA,NA,6
"Chanos chanos",95,5,7,NA
"Chanos chanos",95,NA,NA,4.5
"Chanos chanos",95,NA,NA,8.5
"Chanos chanos",95,5,9,NA
"Chanos chanos",95,NA,NA,NA
"Chanos chanos",95,NA,NA,NA
"Chanos chanos",95,NA,NA,8.5
"Chanos chanos",95,NA,NA,4
"Chanos chanos",95,NA,NA,6.5
"Chanos chanos",95,NA,NA,4
"Chanos chanos",95,NA,NA,NA
"Chanos chanos",95,NA,NA,NA
"Chanos chanos",95,NA,NA,4.5
"Chanos chanos",95,NA,NA,NA
"Chaenocephalus aceratus",487,NA,NA,NA
"Chaenocephalus aceratus",487,NA,NA,NA
"Chaenocephalus aceratus",487,NA,NA,NA
"Chaenocephalus aceratus",487,NA,NA,NA
"Chaenocephalus aceratus",487,NA,NA,NA
"Chaenocephalus aceratus",487,NA,NA,NA
"Chaenodraco wilsoni",492,NA,NA,NA
"Champsocephalus gunnari",488,NA,NA,NA
"Champsocephalus gunnari",488,NA,NA,NA
"Champsocephalus gunnari",488,4,4,NA
"Champsocephalus gunnari",488,4,4,NA
"Chionodraco hamatus",7547,NA,NA,NA
"Chionodraco hamatus",7547,NA,NA,NA
"Pseudochaenichthys georgianus",489,NA,NA,NA
"Pseudochaenichthys georgianus",489,NA,NA,NA
"Pseudochaenichthys georgianus",489,NA,NA,NA
"Pseudochaenichthys georgianus",489,NA,NA,NA
"Pseudochaenichthys georgianus",489,4,6,NA
"Pseudochaenichthys georgianus",489,NA,NA,NA
"Channa argus",5028,2,3,NA
"Channa gachua",42205,NA,NA,NA
"Channa orientalis",5381,NA,NA,NA
"Channa striata",357,NA,NA,1.5
"Channa striata",357,2,NA,NA
"Channa striata",357,NA,NA,NA
"Channa striata",357,NA,NA,2
"Channa striata",357,NA,NA,NA
"Channa striata",357,NA,NA,NA
"Aphyocharax anisitsi",10941,NA,NA,NA
"Aphyocharax anisitsi",10941,NA,NA,NA
"Astyanax altiparanae",47713,NA,NA,NA
"Astyanax altiparanae",47713,NA,NA,NA
"Astyanax bockmanni",53401,NA,NA,NA
"Astyanax bockmanni",53401,NA,NA,NA
"Astyanax eremus",58954,NA,NA,NA
"Astyanax eremus",58954,NA,NA,NA
"Astyanax henseli",52660,NA,NA,NA
"Astyanax henseli",52660,NA,NA,NA
"Astyanax paranae",47731,NA,NA,NA
"Astyanax paranae",47731,NA,NA,NA
"Astyanax schubarti",42877,NA,NA,NA
"Astyanax schubarti",42877,NA,NA,NA
"Astyanax xavante",55137,NA,NA,NA
"Astyanax xavante",55137,NA,NA,NA
"Bryconamericus stramineus",42910,NA,NA,NA
"Bryconamericus stramineus",42910,NA,NA,NA
"Galeocharax knerii",46631,NA,NA,NA
"Galeocharax knerii",46631,NA,NA,NA
"Gymnocharacinus bergii",6496,NA,NA,1
"Gymnocharacinus bergii",6496,NA,NA,1
"Hemigrammus machadoi",58951,NA,NA,NA
"Hemigrammus machadoi",58951,NA,NA,NA
"Hemigrammus marginatus",20710,NA,NA,NA
"Hemigrammus marginatus",20710,NA,NA,NA
"Hyphessobrycon eques",39014,NA,NA,NA
"Hyphessobrycon eques",39014,NA,NA,NA
"Mimagoniates microlepis",44251,NA,NA,NA
"Mimagoniates microlepis",44251,NA,NA,NA
"Moenkhausia aurantia",56666,NA,NA,NA
"Moenkhausia aurantia",56666,NA,NA,NA
"Rhoadsia altipinna",40401,0.7,NA,NA
"Roeboides descalvadensis",43403,NA,NA,NA
"Roeboides descalvadensis",43403,NA,NA,NA
"Serrapinnus notomelas",44242,NA,NA,NA
"Serrapinnus notomelas",44242,NA,NA,NA
"Tetragonopterus akamai",58957,NA,NA,NA
"Chaunax latipunctatus",50359,NA,NA,NA
"Cheilodactylus variegatus",475,NA,NA,NA
"Cheilodactylus variegatus",475,NA,NA,NA
"Cheilodactylus zonatus",6908,NA,NA,NA
"Nemadactylus macropterus",10429,3,NA,NA
"Nemadactylus macropterus",10429,4,6,NA
"Chimaera lignaria",49775,NA,NA,NA
"Chimaera monstrosa",2697,NA,NA,NA
"Chimaera monstrosa",2697,NA,NA,NA
"Chimaera monstrosa",2697,11.2,NA,NA
"Hydrolagus homonycteris",54314,NA,NA,NA
"Hydrolagus lemures",14642,NA,NA,NA
"Hydrolagus lemures",14642,NA,NA,NA
"Hydrolagus marmoratus",54315,NA,NA,NA
"Hydrolagus matallanasi",51920,NA,NA,NA
"Hydrolagus ogilbyi",19266,NA,NA,NA
"Chlamydoselachus anguineus",651,NA,NA,NA
"Chlamydoselachus anguineus",651,NA,NA,NA
"Chlamydoselachus anguineus",651,NA,NA,NA
"Chlamydoselachus anguineus",651,NA,NA,NA
"Acaronia nassa",12586,NA,NA,NA
"Alcolapia grahami",2230,NA,NA,NA
"Alcolapia grahami",2230,NA,NA,NA
"Apistogramma juruensis",21551,0.25,0.33,NA
"Archocentrus multispinosus",12642,1,NA,NA
"Astronotus ocellatus",3808,NA,NA,NA
"Australoheros facetus",4897,1,2,NA
